Name,Rating,Origin,Roast Level,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,Review
Ethiopia Reko Yirgacheffe,94,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,9,9,9,8,"A classic washed Yirgacheffe cup driven by notes of stone fruit, cocoa, and bittersweet citrus."
Double-Anaerobic Fermentation Tamiru Tadesse,94,"Sidamo growing region, south-central Ethiopia",Light,9,9,9,9,8,"A floral-driven anaerobic Ethiopia cup free of the sensory distractions often associated with the anaerobic processing method. This anaerobic is clean, crisp, richly sweet with tart undertones."
Ethiopia Chelbesa Danche Yirgacheffe,94,"Chelchele, Gedeb District, Gedeo Zone, Ethiopia",Medium-Light,9,9,9,9,8,"A brightly sweet, fragrantly floral-driven washed Ethiopia cup complicated by notes of almond and pink peppercorn."
Ethiopia Honey Process Tamiru Tadesse,94,"Sidamo growing region, south-central Ethiopia",Light,9,9,9,9,8,"A delicate, elegant, honey-processed Sidamo cup with leading notes of dried berry and herby citrus notes."
Colombia Planadas Tolima,93,"Tolima, Colombia",Light,9,9,8,9,8,"A lovely Colombia Geisha cup, finely tea-like in its aromatic delicacy."
Kenya Kiambu,93,"Kiambu growing region, south-central Kenya",Light,9,9,8,9,8,"A savory-sweet Kenya cup with classic notes of black currant and tomato leaf — and especially complex, appealing acidity."
Ethiopia Chelechele Yirgacheffe,93,"Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,9,8,9,9,8,"A blueberry bomb of a natural Yirgacheffe, with the berry notes supported by crisp chocolate and rich aromatic wood."
Tropical Summer Colombia La Sierra,93,"La Sierra, Cauca Department, Colombia",Medium-Light,9,9,8,9,8,"An experimentally processed Colombia, sweetly fruit-forward with ballast from crisp chocolate notes."
Festivity Blend,92,Guatemala; Ethiopia; Colombia,Medium-Light,8,8,9,9,8,A sweetly nut-toned holiday blend with pleasing citrus and cocoa impulses.
Ethiopia Halo Beriti,96,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,9,9,10,9,"A lyrical, vividly harmonious washed Ethiopia, complete with high-toned fruit, lush floral, and grounding savory notes."
Narsha Gesha,96,"Bench-Maji Zone, southern Ethiopia",Light,9,9,9,10,9,"A decadent fruit-centered medley of stone fruit, tropical fruit, citrus and crisp cocoa nib with exceptionally vibrant acidity and mouthfeel."
Ethiopia Yirgacheffe,93,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,9,8,9,8,A delicately aromatic washed Yirgacheffe cup with a citrus and cocoa throughline.
Nicaragua Los Pedernales,93,"Jinotega Department, Nicaragua",Light,9,8,9,9,8,A pleasing natural-processed Nicaragua cup animated by delicate fruit and crisp chocolate notes.
Ethiopia Washed Guji Uraga Welichu,96,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,9,9,9,10,9,"An exciting washed Ethiopia cup that evokes tropical fruits and flowers, invigorating in its rich aromatics and structural intrigue."
Don Roger & Isabel’s Natural Fruit Symphony,94,"Jinotega Department, Nicaragua",Medium-Light,9,9,9,9,8,"A balanced, sweetly bright natural-processed Nicaragua cup with tart fruit and citrus at the top and a resonant base of cocoa nib and fragrant aromatic wood."
Kenya Gitare AA TOP,95,"Embu County, Eastern Province, Kenya",Light,9,9,9,9,9,"A superb version of the beloved Kenya cup with deep berry and bittersweet citrus supported by an umami, salted-caramel throughline."
Costa Rica Naranjo Danilo Salazar Arias,93,"Naranjo, Alajuela Province, Costa Rica",Light,9,8,9,9,8,"This natural-processed Costa Rica leads with tart fruit, balanced by rich nut and sweet floral tones."
Yemen Natural Sana’a Manakhah Ja’adi,95,"Manakhah, Sana'a, Yemen",Medium-Light,9,9,9,9,9,"A deeply aromatic, richly fruit- and chocolate-driven, spice-framed Yemen cup, nuanced and complex."
Ethiopia Bench Maji Gesha Special Natural Lot 03,95,"Bench-Maji Zone, southern Ethiopia",Light,9,9,9,9,9,An impeccably composed natural-processed Ethiopia Geisha that leads with decadently sweet tropical fruit supported by rich chocolate and spicy-sweet florals.
Ethiopia Yirgacheffe Kochere Debo Premium Lot Washed Process,94,"Yirgacheffe growing region, southern Ethiopia",Light,9,9,9,9,8,"An inviting classic expression of the washed Yirgacheffe type, citrusy and floral with rich aromatics throughout."
Ethiopia Natural Yirgacheffe Burtukaana Danche,94,"Gedeo Zone, southern Ethiopia",Medium-Light,9,9,9,9,8,"A nuanced, richly aromatic natural-processed Ethiopia with juicy acidity and deep chocolate suggestions."
Finca Buenavista Edwin Zambrano Colombia,93,"Huila Department, Colombia",Medium-Light,9,9,8,9,8,"An inviting, cleanly fruit-toned, natural-processed Colombia cup with a crisp chocolate throughline."
Ethiopia Guji Uraga Wolichu Wachu Anaerobic Natural Process,93,"Guji Zone, Oromia Region, southern Ethiopia",Light,9,8,9,9,8,"An interesting spice-toned anaerobic Ethiopia cup — nuanced and rich with an especially buoyant, lively mouthfeel."
Honduras Copan Finca Liquidambar Natural Process,93,"Las Flores, Marcala, La Paz, Honduras",Medium-Light,9,8,9,9,8,"A quietly confident Honduras natural, harmonious and integrated."
Colombia Tolima La Gallera Honey Process,92,"Tolima, Colombia",Medium-Light,9,8,9,8,9,A cleanly fruit-driven honey-processed Colombia with pleasingly spicy floral undertones.
The Glistening Orchard Blend,91,Colombia; Ethiopia,Medium-Light,9,7,8,9,8,A uniquely composed blend of two Colombia fruit-fermented washed coffees combined with a traditionally washed Ethiopia — chocolaty and tart-leaning.
Ethiopia Hateso Guji Washed,94,"Guji Zone, Oromia Region, Ethiopia",Medium-Light,9,9,9,9,8,"A classic washed Ethiopia Guji cup with deeply expressed notes of stone fruit, spicy florals, and rich dark chocolate."
El Salvador Unicorn,93,"El Bálsamo Quetzaltepec growing region, El Salvador",Medium-Light,9,9,8,9,8,"A fruity, crisply cocoa-toned natural-processed El Salvador cup produced exclusively for Drink Coffee Do Stuff."
Alishan Washed,93,"Alishan growing region, Taiwan",Medium,9,8,9,9,8,"A balanced, attractive washed Alishan cup, sweet and chocolaty, enlivened by spicy floral tones throughout."
Ethiopia Wush Wush Black Honey Lot 2,93,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,9,8,9,9,8,"A crisply juicy, rich-toned, fruit- and floral-laden honey-processed Wush Wush, offered at a great value"
Alishan Natural,91,"Alishan growing region, Taiwan",Medium-Light,8,8,9,9,7,"A friendly, accessible Taiwan-grown coffee characterized by richly sweet nut and crisp aromatic wood suggestions."
Guatemala El Injerto Pacamara,94,"La Libertad, Huehuetenango Department, Guatemala",Medium-Light,9,9,9,9,8,"A fine umami-tending cup with equal impulses toward savory and sweet, contributing impressive depth and complexity to the profile."
Honduras Roberto Figueroa,93,"Santa Barbara Department, Honduras",Medium-Light,9,9,8,9,8,"A richly nuanced Pacas cup from Honduras, paradoxically both savory yet bright, with undertones of spicy florals."
Guatemala Tojquia,93,"Tojquia, Huehuetenango Department, Guatemala",Medium-Light,8,9,9,9,8,"A deeply satisfying, classic washed Guatemala cup that is both unassuming and confident, with notes of sweet citrus, cocoa, tart florals and rich aromatic wood notes."
Guatemala Don Angel,92,"La Libertad, Huehuetenango Department, Guatemala",Medium-Light,8,9,8,9,8,"A bright, juicy Guatemala cup with tart fruit, sweet nut, and spicy flowers."
El Salvador La Lagunita,92,"Apaneca-Ilamatepec growing region, El Salvador",Medium-Light,9,8,8,9,8,"A nuanced, rich El Salvador cup centered around dark chocolate and melon, complicated by notes of fresh, sweet tobacco."
El Salvador Finca Santa Elena El Corozo Pacamara,92,"Apaneca-Ilamatepec growing region, El Salvador",Medium-Light,8,8,9,9,8,"A balanced, crisply sweet, chocolate- and citrus-driven El Salvador Pacamara cup."
Panama Mama Cata Typica,92,"Boquete growing region, Panama",Light,9,8,8,9,8,"A sweetly nutty, intriguingly savory Panama Typica animated by notes of dried stone fruit and salty-sweet candy."
Guatemala Valentón,91,"Villa Canales, Guatemala Department, Guatemala",Medium-Light,8,9,8,9,7,"A friendly, accessible Guatemala cup, sweetly chocolaty and richly floral."
Nicaragua Jinotega Fincas Mierisch La Escondida Red Pacamara,92,"Jinotega Department, Nicaragua",Medium-Light,8,9,8,9,8,"An unusually structured Nicaragua Red Pacamara cup with umami-like notes as a throughline and bright citrus underneath, both supported by a caramelly sweetness."
Costa Rica Finca San Luis,91,"Santa Maria de Dota, Tarrazu growing region, Costa Rica",Medium-Light,8,9,8,9,7,"A classic washed Costa Rica cup: deeply sweet, richly nutty, with especially invigorating acidity, both balanced and lively."
Colombia Finca Samboni Gesha Anaerobic Natural,95,"Algeciras, Huila Department, Colombia",Light,9,9,9,9,9,"A Colombia Geisha processed by the anaerobic natural method, cleanly fruit-driven with lush aromatics and juicy-bright acidity."
Colombia Tres Dragones,94,"Caicedonia, Valle de Cauca Department, Colombia",Light,9,9,9,9,8,"A delicately fermenty, richly chocolaty fruit bomb from a Colombia producer now well-known for creative processing experiments."
Rwanda Cyesha Natural,94,"Nyamasheke District, Lake Kivu, Rwanda",Medium-Light,9,9,9,9,8,"This natural-processed Rwanda has sweet-tart top notes and a rich dark chocolate base, complicated by bittersweet citrus zest."
Ethiopia Guji Hambela Wate Natural G1,92,"Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,9,8,8,9,8,A delicately fruit-toned natural-process Ethiopia with crisp chocolate and rich aromatic wood notes throughout the profile.
Tinamit Tolimán,93,"San Lucas Tolimán, Lake Atitlán growing region, Guatemala",Medium-Light,9,8,9,9,8,A richly chocolaty Guatemala cup with a compelling floral throughline supported by sweet herb notes.
Finca Patzibir,92,"Lake Atitlán growing region, Guatemala",Medium-Light,8,8,9,9,8,"A quietly confident, sweetly nut-toned Guatemala cup with a particularly appealing, viscous mouthfeel."
Proyecto Aurora,93,"Antigua growing region, Guatemala",Medium-Light,9,9,8,9,8,"A deeply floral, richly chocolaty Guatemala cup complicated by sweet nut and resonant aromatic wood notes."
Finca El Potrero,93,"Antigua growing region, Guatemala",Medium-Light,9,9,8,9,8,"A bright, balanced, juicy Guatemala cup driven by dark stone fruit, spicy floral and sweet nut notes."
Chacayá Santiago Atitlán,93,"Lake Atitlán growing region, Guatemala",Medium-Light,9,8,8,9,8,"Balanced, bright, invigoratingly crisp, with throughlines of stone fruit, sweet nut tones and baking chocolate."
Finca Santa Isabel,94,"Cobán growing region, Alta Verapaz Department, Guatemala",Medium-Light,9,9,9,9,8,"An expansive Guatemala Caturra cup, richly bittersweet and floral-toned, juicy and bright."
Esperanza Villa Sarchi,92,"Antigua growing region, Guatemala",Medium-Light,9,8,8,9,8,"A balanced, comfortable, sweet-toned Guatemala cup with sweet chocolate and nut tones throughout."
5a Sur,91,"Antigua growing region, Guatemala",Medium,9,8,9,8,7,"A solid Guatemala cup with pleasing savory undertones, deftly roasted to the dark end of medium to develop sweet chocolate notes and intensify body."
5a Poniente,91,"Antigua growing region, Guatemala",Medium-Light,8,8,8,9,8,"A crisp, sweetly herbaceousrr Guatemala cup with warming spice tones throughout."
Colombia Castillo Fruit Maceration Series (Passionfruit),95,"Armenia, Quindio Department, Colombia",Medium-Light,9,9,9,9,9,"High-toned, explicitly and cleanly fruit-forward, leading with notes of passionfruit and lychee — tropics in a cup."
Colombia Castillo Fruit Maceration Series (Grape),93,"Armenia, Quindio Department, Colombia",Light,9,8,9,9,8,"A very sweet experimental Colombia cup that suggests the flavor of certain hard candies, complicated by a pleasing tartness and crisp, bracing chocolate."
Colombia Castillo Fruit Maceration Series (Strawberry),94,"Armenia, Quindio Department, Colombia",Medium-Light,9,8,9,9,9,"While the co-fermentation with strawberries is not obvious in the cup, there’s an overt berry throughline here that isn’t afraid to take over — an invocation of summer desserts."
Balearic Beans,93,"Armenia, Quindio Department, Colombia; Ethiopia",Light,9,8,9,9,8,"A mashup of overlapping fruit narratives: candy, caramelized nuts, cocoa — an engaging blend for lovers of fruity coffees."
Colombia Castillo Fruit Maceration Series (Peach),94,"Armenia, Quindio Department, Colombia",Medium-Light,9,9,9,9,8,"A fruit-forward, experimentally processed Colombia fermented with macerated peaches, a method that amplifies the stone fruit inclinations of the cup."
El Triunfo Mexico,92,"Sierra Madre, Chiapas State, Mexico",Medium-Light,9,8,8,9,8,"Chocolaty, crisply sweet. Baking chocolate, Asian pear, almond brittle, pink grapefruit zest, maple syrup in aroma and cup. Sweet-toned with round, balanced acidity; lightly satiny mouthfeel. The finish centers around notes of pink grapefruit zest and maple syrup."
Ethiopia Sidama Tamiru Tadesse Anaerobic Natural Special Auction Lot,95,"Guji Zone, Oromia Region, southern Ethiopia",Light,9,9,9,9,9,"A multi-layered, deeply rich, complex Ethiopia processed by the anaerobic natural method, with a candy-like sweetness and spicy floral resonance."
Guatemala Finca Las Victorias Anaerobic Natural,93,"Fraijanes Plateau, Guatemala",Medium-Light,9,8,9,9,8,"An invitingly complex, richly bittersweet Guatemala anaerobic cup enlivened by pleasing suggestions of sweet herb and stone fruit."
Colombia La Esperanza 100% Geisha Hanashaku,94,"Valle de Cauca, Colombia",Light,9,9,9,9,8,A pretty Colombia Geisha natural cup with clean fruit and spice-toned floral notes and crisp cocoa undertones.
Kona Extra Fancy,95,"Kona growing region, “Big Island” of Hawai’i",Medium-Light,9,9,9,9,9,"A classic Kona: balanced and invigorating with deep chocolate, nut, fruit and floral impulses — rich chocolate in particular carries from aroma far into the finish."
Costa Rica Las Lajas Perla Negra,94,"Sabanilla de Alajuela growing region, Costa Rica",Medium-Light,9,9,9,9,9,A fruit-centric natural-processed Costa Rica cup with a cocoa throughline and complex spicy-floral undertones.
Ecuador COE 1st place Arashi Typica Mejorado Washed,96,"Saraguro, Loja, Ecuador",Light,9,9,9,10,9,"Complex and harmonious, intriguing and enigmatic as it unfolds, this washed Ecuador cup — which took first place in the Cup of Excellence this harvest year — is worth seeking out for its bright, confident aromatics that are born out in the rich, multi-layered cup."
Burundi Natural Anaerobic Kibingo,93,"Kayanza, Burundi",Medium-Light,9,8,9,9,8,"A sweet-tart-savory anaerobic natural Burundi with an abundance of both fruit and chocolate, supported by spice and aromatic wood impulses."
Peru Gesha Limited-Release Homer Alarcón Gayoso,93,"Cajamarca, Peru",Medium-Light,9,8,9,9,8,"A quietly confident, exceptionally sweet washed Peru Gesha cup with leading notes of caramel and stone fruit."
Ethiopia Getu Kurume Natural,95,"Yirgacheffe growing region, southern Ethiopia",Light,9,9,9,9,9,"An exemplary natural Ethiopia Yirgacheffe cup: bright, balanced, yet juicy and deep."
Papua New Guinea Wahgi Valley Sigri Estate Peaberry,94,"Western Highlands Province, Papua New Guinea",Medium-Light,9,9,9,9,8,"A warming, spice-driven PNG cup complicated by tart fruit and rich flowers; high-toned and balanced."
Kenya Nyeri Asali Peaberry,95,"Nyeri growing region, south-central Kenya",Medium-Light,9,9,9,9,9,"An especially vibrant, juicy version of the classic Kenya cup: deep-toned, complex, very sweet and richly savory."
Memories of Autumn,94,Ethiopia; Colombia,Light,9,9,9,9,8,"A lively, cocoa-toned blend of Ethiopia and Colombia coffees that’s balanced and deep-toned — both richly chocolaty and vibrantly fruit-driven."
